client_id,Variation,completion_minutes
1092703,Control,2.1
1093152,Control,1.1333333333333333
1093520,Test,3.8
1095055,Control,7.616666666666666
1095148,Test,4.15
1095432,Test,5.116666666666666
1095564,Control,2.95
1096215,Test,9.533333333333333
1096427,Test,4.533333333333333
1096862,Test,4.5
1096936,Test,1.4833333333333334
1097069,Control,2.0833333333333335
1097264,Control,13.583333333333334
1097270,Control,4.4
1097747,Test,3.7666666666666666
1098357,Test,5.0
1100947,Test,2.183333333333333
1100966,Test,1.3666666666666667
1101454,Control,11.1
1101457,Control,3.216666666666667
1101682,Test,9.533333333333333
1102067,Test,3.316666666666667
1102283,Test,2.6166666666666667
1102877,Test,2.6
1103375,Control,8.733333333333333
1103735,Test,9.966666666666667
1103830,Control,9.966666666666667
1104279,Control,9.083333333333334
1104326,Test,2.6166666666666667
1104367,Test,9.966666666666667
1104401,Test,2.4166666666666665
1104757,Test,3.433333333333333
1104795,Control,5.2
1105355,Test,6.033333333333333
1106136,Control,3.25
1106303,Test,6.566666666666666
1106355,Test,1.5666666666666667
1106634,Test,3.7666666666666666
1106643,Test,7.766666666666667
1107033,Control,2.75
1107139,Test,2.2333333333333334
1107288,Test,2.683333333333333
1107897,Test,5.05
1107994,Test,7.1
1108090,Test,3.3333333333333335
1109184,Control,5.733333333333333
1109236,Test,11.983333333333333
1109289,Control,4.1
1109486,Test,2.3666666666666667
1109566,Test,2.216666666666667
1109597,Control,10.4
1110116,Control,7.8
1110311,Control,1.5
1110622,Control,2.9833333333333334
1110805,Control,12.05
1110987,Control,2.45
1111086,Control,2.1
1111442,Test,4.0
1111595,Test,2.6166666666666667
1112209,Test,2.25
1112343,Test,2.5833333333333335
1112588,Control,1.95
1113377,Control,18.566666666666666
1113707,Control,14.066666666666666
1113765,Control,2.85
1113976,Test,3.033333333333333
1114139,Control,1.4833333333333334
1114434,Control,2.55
1114749,Test,5.166666666666667
1114916,Control,3.85
1114974,Test,2.95
1115147,Test,4.266666666666667
1115246,Test,3.1166666666666667
1115525,Test,34.05
1115553,Test,3.15
1115570,Control,10.083333333333334
1115902,Control,4.25
1116027,Test,9.916666666666666
1116381,Test,3.8333333333333335
1116542,Control,6.883333333333334
1116619,Test,2.5166666666666666
1116710,Test,3.5833333333333335
1116906,Control,2.05
1117004,Control,1.5333333333333334
1117521,Control,1.4666666666666666
1117619,Test,12.4
1117967,Control,8.0
1118126,Test,4.316666666666666
1118533,Control,4.383333333333334
1118542,Control,3.3333333333333335
1118571,Test,1.2666666666666666
1118953,Test,18.033333333333335
1119544,Control,2.15
1119681,Test,7.283333333333333
1120173,Test,5.566666666666666
1120421,Test,2.5
1120449,Test,1.8666666666666667
1120647,Test,1.9666666666666666
1120859,Test,2.066666666666667
1121613,Control,2.9166666666666665
1121736,Test,4.916666666666667
1121924,Control,3.25
1122430,Test,4.8
1122709,Test,2.95
1122853,Control,8.083333333333334
1123070,Control,2.5166666666666666
1123726,Test,4.766666666666667
1124273,Test,8.066666666666666
1124374,Test,17.233333333333334
1124900,Test,6.816666666666666
1125601,Test,2.45
1125696,Test,4.4
1126062,Control,13.25
1126310,Test,5.066666666666666
1126311,Control,1.9666666666666666
1126811,Control,2.95
1126962,Control,2.533333333333333
1127362,Test,2.533333333333333
1127966,Test,6.916666666666667
1128333,Test,5.133333333333334
1128550,Test,3.3
1128575,Test,5.9
1128925,Control,6.566666666666666
1129035,Control,3.933333333333333
1129041,Control,6.516666666666667
1129306,Control,8.05
1129748,Control,6.083333333333333
1130005,Control,5.433333333333334
1130170,Control,3.683333333333333
1130281,Control,14.1
1131270,Control,1.9833333333333334
1131352,Control,3.566666666666667
1131564,Test,13.616666666666667
1131760,Control,6.5
1131969,Test,1.65
1132005,Control,9.016666666666667
1132302,Test,3.683333333333333
1132380,Test,2.033333333333333
1132831,Control,2.5
1133006,Control,1.9833333333333334
1133440,Control,11.75
1133592,Test,6.416666666666667
1133720,Test,8.133333333333333
1134193,Test,4.266666666666667
1134427,Control,3.316666666666667
1135081,Control,4.433333333333334
1135485,Test,8.15
1135517,Control,3.0166666666666666
1135521,Control,2.6333333333333333
1135759,Control,2.183333333333333
1135785,Test,2.9833333333333334
1136364,Test,3.75
1136521,Test,2.75
1136850,Control,2.35
1136898,Control,22.416666666666668
1137042,Test,12.55
1137754,Control,6.983333333333333
1137794,Test,3.05
1137924,Control,3.1
1138609,Control,10.033333333333333
1139245,Control,8.516666666666667
1139286,Test,3.05
1139631,Test,9.1
1140540,Test,6.266666666666667
1140618,Test,16.383333333333333
1140645,Test,2.0
1141025,Test,2.1666666666666665
1141280,Test,8.283333333333333
1141867,Test,1.2666666666666666
1142049,Test,1.5833333333333333
1142314,Control,3.933333333333333
1142370,Test,2.4166666666666665
1142598,Control,4.9
1143145,Test,4.516666666666667
1144410,Control,3.933333333333333
1144836,Test,2.65
1145098,Test,4.433333333333334
1145419,Control,9.45
1146114,Control,12.9
1146189,Control,7.2
1146272,Control,1.9333333333333333
1146699,Control,4.016666666666667
1146708,Control,3.9833333333333334
1147028,Control,4.233333333333333
1147258,Test,3.8333333333333335
1147806,Control,5.716666666666667
1147840,Control,32.21666666666667
1147875,Control,7.016666666666667
1148153,Test,12.333333333333334
1149016,Control,5.883333333333334
1149058,Test,2.95
1149257,Control,2.3833333333333333
1149337,Test,8.483333333333333
1149886,Test,2.5
1149947,Test,3.35
1150052,Test,6.8
1150259,Test,3.8666666666666667
1151093,Test,6.65
1151116,Test,8.2
1151298,Test,5.283333333333333
1151820,Control,8.783333333333333
1152097,Test,3.6
1152171,Test,3.3666666666666667
1153028,Test,2.783333333333333
1153172,Control,4.416666666666667
1153300,Control,17.033333333333335
1153323,Control,10.4
1153442,Test,5.116666666666666
1154031,Control,2.8
1154402,Test,3.683333333333333
1154465,Test,5.3
1154898,Test,3.8666666666666667
1155060,Test,6.6
1155317,Control,4.6
1155387,Test,4.883333333333334
1155518,Control,2.5166666666666666
1155711,Test,35.88333333333333
1156122,Control,2.35
1156656,Control,4.916666666666667
1157514,Test,4.566666666666666
1158721,Test,5.116666666666666
1159283,Control,5.616666666666666
1159317,Control,5.533333333333333
1159466,Test,2.0
1159819,Control,3.6
1159934,Control,8.05
1159936,Test,2.2666666666666666
1159992,Control,3.7
1160897,Test,3.65
1161091,Test,10.083333333333334
1161189,Test,1.6166666666666667
1161478,Test,12.916666666666666
1162535,Control,5.933333333333334
1162541,Control,13.05
1162812,Control,3.5833333333333335
1162915,Test,13.916666666666666
1163229,Test,2.066666666666667
1163409,Test,2.5
1163626,Test,2.466666666666667
1163653,Control,2.3
1164001,Test,2.8666666666666667
1164010,Test,1.75
1164659,Control,3.183333333333333
1165290,Control,2.566666666666667
1165414,Control,4.2
1165580,Test,8.166666666666666
1166023,Control,6.566666666666666
1166624,Control,3.9833333333333334
1166874,Test,6.133333333333334
1167003,Test,5.633333333333334
1167461,Test,9.3
1168106,Test,21.55
1168317,Test,3.716666666666667
1168373,Control,2.1333333333333333
1169134,Control,3.183333333333333
1169144,Test,7.95
1169304,Control,5.933333333333334
1169522,Test,10.783333333333333
1169747,Test,4.316666666666666
1169957,Test,3.45
1170325,Test,1.9
1170647,Control,3.7666666666666666
1170730,Test,2.4
1170810,Test,1.0666666666666667
1170854,Test,8.75
1170899,Test,7.766666666666667
1171272,Test,6.883333333333334
1171432,Test,1.95
1171953,Control,4.366666666666666
1172107,Test,7.633333333333334
1172623,Test,4.916666666666667
1172841,Test,1.95
1173016,Control,4.883333333333334
1173301,Test,0.95
1173753,Control,5.166666666666667
1173759,Control,20.283333333333335
1174056,Test,1.9833333333333334
1174070,Test,2.1
1174414,Test,6.6
1174611,Test,7.0
1174625,Test,15.333333333333334
1175216,Test,9.683333333333334
1175592,Control,4.816666666666666
1175946,Control,3.2666666666666666
1176152,Control,4.55
1176370,Control,1.95
1176543,Test,2.9166666666666665
1176709,Test,16.433333333333334
1176732,Test,3.466666666666667
1177276,Test,33.71666666666667
1177458,Test,2.8333333333333335
1177682,Control,3.0
1178151,Control,3.3833333333333333
1178931,Test,19.416666666666668
1179809,Test,3.0166666666666666
1179872,Control,6.866666666666666
1180047,Control,2.5833333333333335
1180386,Test,2.1166666666666667
1180544,Control,10.533333333333333
1180546,Control,6.233333333333333
1180583,Control,10.616666666666667
1180758,Test,3.0166666666666666
1180860,Test,2.5166666666666666
1181373,Test,19.116666666666667
1181777,Control,3.4166666666666665
1182043,Test,19.416666666666668
1182258,Test,4.6
1182939,Test,4.916666666666667
1183486,Test,7.75
1183539,Test,5.616666666666666
1184633,Control,17.5
1184798,Control,4.083333333333333
1184813,Test,1.3833333333333333
1184945,Control,2.1
1185501,Test,5.25
1185791,Control,2.7666666666666666
1185864,Test,1.7666666666666666
1186083,Test,2.55
1186194,Test,1.8166666666666667
1186200,Control,9.766666666666667
1186455,Control,5.516666666666667
1186561,Test,13.533333333333333
1186608,Test,7.616666666666666
1186716,Test,1.7333333333333334
1186859,Control,2.9833333333333334
1187270,Control,7.083333333333333
1187711,Test,3.533333333333333
1187904,Test,2.8666666666666667
1187978,Test,2.8333333333333335
1188075,Control,1.35
1188165,Test,1.9
1188370,Test,4.016666666666667
1189368,Test,1.7166666666666666
1189627,Test,3.95
1189860,Test,2.55
1189894,Control,3.033333333333333
1189950,Test,9.166666666666666
1189980,Test,3.1333333333333333
1190062,Test,8.25
1190149,Control,5.583333333333333
1190394,Control,1.6166666666666667
1190476,Control,4.65
1190746,Control,1.4166666666666667
1191527,Test,6.883333333333334
1192082,Test,2.8333333333333335
1192189,Control,8.466666666666667
1192222,Test,6.9
1192384,Control,5.183333333333334
1192394,Control,7.133333333333334
1192407,Test,4.583333333333333
1192577,Test,4.816666666666666
1192815,Control,23.966666666666665
1193757,Control,1.7333333333333334
1193812,Test,4.666666666666667
1194237,Test,3.6333333333333333
1194245,Control,5.233333333333333
1194823,Control,2.216666666666667
1195067,Test,2.3666666666666667
1195531,Test,1.3833333333333333
1195541,Control,2.0166666666666666
1195631,Test,1.7166666666666666
1196376,Test,2.3333333333333335
1196788,Control,5.533333333333333
1197201,Control,4.733333333333333
1198214,Test,3.3666666666666667
1198324,Control,4.45
1198613,Test,8.95
1198944,Test,10.95
1199036,Control,2.533333333333333
1199169,Test,1.35
1200154,Control,3.7
1200235,Control,1.9833333333333334
1200335,Control,4.883333333333334
1200577,Test,1.8333333333333333
1200684,Test,2.816666666666667
1200760,Control,0.55
1200956,Test,1.65
1201286,Test,4.8
1201290,Test,3.466666666666667
1201552,Test,10.766666666666667
1201610,Control,2.7333333333333334
1201969,Test,1.2
1202226,Test,14.066666666666666
1202619,Control,2.2333333333333334
1202622,Control,3.8833333333333333
1202704,Test,4.133333333333334
1203260,Test,5.8
1203363,Control,3.6333333333333333
1204446,Test,2.0833333333333335
1204699,Test,2.816666666666667
1204853,Control,1.5
1206120,Test,7.816666666666666
1206454,Control,3.966666666666667
1207715,Test,3.85
1208160,Test,3.75
1208281,Test,9.183333333333334
1208793,Test,5.033333333333333
1208839,Control,10.933333333333334
1209140,Test,1.5333333333333334
1209146,Control,4.95
1209214,Test,1.3833333333333333
1209838,Control,1.5
1210125,Control,5.616666666666666
1210197,Test,2.1166666666666667
1210487,Test,10.366666666666667
1210533,Test,9.683333333333334
1210675,Test,3.35
1211032,Control,18.0
1211589,Control,1.55
1211689,Control,1.1
1212666,Test,3.533333333333333
1212721,Test,1.5666666666666667
1212878,Test,13.883333333333333
1213117,Test,4.45
1213795,Test,8.45
1213845,Control,8.833333333333334
1213849,Test,2.65
1214668,Test,1.55
1215090,Control,3.6333333333333333
1215944,Control,10.3
1216772,Test,1.3166666666666667
1217231,Test,1.7666666666666666
1218887,Test,1.0333333333333334
1220246,Control,2.35
1220365,Test,12.3
1220588,Test,1.5333333333333334
1220589,Test,39.733333333333334
1221160,Control,11.183333333333334
1221189,Control,11.2
1221586,Test,5.433333333333334
1221736,Control,1.8833333333333333
1221796,Test,6.833333333333333
1221967,Control,5.766666666666667
1222028,Test,1.65
1222354,Test,4.366666666666666
1222944,Test,14.116666666666667
1223405,Control,1.7
1223855,Test,1.6833333333333333
1224405,Test,2.9833333333333334
1224493,Control,4.583333333333333
1225488,Control,4.416666666666667
1225544,Control,4.433333333333334
1225744,Test,1.6666666666666667
1227135,Control,1.7833333333333334
1227228,Test,1.9666666666666666
1227277,Control,5.866666666666666
1227534,Test,7.7
1228088,Test,2.566666666666667
1228292,Test,3.5
1228762,Test,5.566666666666666
1228930,Test,4.1
1228964,Test,3.566666666666667
1229236,Test,6.916666666666667
1229361,Test,1.8333333333333333
1229722,Test,9.016666666666667
1229757,Test,1.7
1229810,Control,9.65
1229841,Test,3.283333333333333
1229899,Test,32.6
1230277,Test,6.483333333333333
1230361,Control,3.3
1230381,Control,13.266666666666667
1230589,Test,4.35
1230632,Test,9.366666666666667
1230774,Test,9.066666666666666
1230812,Control,9.416666666666666
1231025,Control,17.05
1231045,Test,5.7
1231274,Control,8.15
1231418,Control,13.316666666666666
1231545,Control,6.1
1232197,Test,4.233333333333333
1232453,Test,2.9166666666666665
1232485,Test,5.016666666666667
1232535,Test,4.95
1232744,Test,8.016666666666667
1232986,Test,13.0
1233171,Test,2.0
1234545,Test,9.866666666666667
1234723,Control,5.466666666666667
1234786,Control,1.2333333333333334
1235280,Control,3.75
1235312,Control,2.1666666666666665
1235981,Control,13.45
1236099,Control,2.7333333333333334
1236186,Test,3.6
1236236,Test,16.666666666666668
1236371,Test,7.066666666666666
1236753,Test,5.766666666666667
1237163,Test,80.1
1237949,Test,2.1166666666666667
1238090,Control,2.216666666666667
1238291,Test,2.4
1238919,Control,2.65
1238954,Test,6.183333333333334
1239693,Test,3.8666666666666667
1239722,Control,3.716666666666667
1240190,Control,1.0833333333333333
1240218,Test,1.4666666666666666
1240365,Control,5.416666666666667
1240556,Test,6.8
1240744,Test,3.783333333333333
1240899,Control,13.633333333333333
1240983,Test,4.133333333333334
1241419,Test,3.4833333333333334
1241733,Test,2.75
1242903,Test,1.65
1243109,Control,8.466666666666667
1243160,Test,3.0166666666666666
1243518,Control,1.4833333333333334
1244241,Test,5.866666666666666
1244379,Control,4.45
1244717,Control,5.333333333333333
1244995,Test,25.233333333333334
1245225,Control,6.25
1245517,Control,8.366666666666667
1245725,Control,7.15
1245728,Test,5.866666666666666
1245799,Control,9.2
1245960,Test,2.15
1246287,Test,8.4
1246546,Test,5.566666666666666
1246588,Control,2.033333333333333
1246796,Control,5.083333333333333
1246990,Test,9.6
1246991,Test,3.4
1247219,Test,10.4
1247801,Control,1.9333333333333333
1247961,Test,12.416666666666666
1250058,Test,3.7666666666666666
1250068,Control,5.15
1250258,Control,2.6
1250445,Test,5.116666666666666
1250804,Test,17.883333333333333
1251242,Control,2.6
1251676,Test,4.083333333333333
1251756,Control,2.45
1251798,Control,2.3
1252827,Test,2.8833333333333333
1253088,Test,4.233333333333333
1253347,Test,3.0833333333333335
1253453,Control,2.716666666666667
1253454,Test,34.6
1253720,Test,9.733333333333333
1253755,Control,9.033333333333333
1254086,Control,2.8666666666666667
1254213,Control,11.683333333333334
1255014,Control,3.033333333333333
1255080,Control,4.5
1255355,Control,2.783333333333333
1255626,Control,3.75
1255754,Control,1.7
1255996,Test,8.116666666666667
1256390,Test,13.883333333333333
1256425,Control,5.3
1256690,Test,3.35
1256732,Control,2.716666666666667
1256759,Test,2.3
1256808,Control,3.5166666666666666
1257039,Test,54.28333333333333
1257351,Control,8.333333333333334
1257755,Test,3.683333333333333
1258201,Test,3.9
1258356,Test,9.966666666666667
1258779,Test,4.083333333333333
1259336,Test,5.383333333333334
1259337,Test,1.6166666666666667
1259407,Test,2.1333333333333333
1259481,Test,4.966666666666667
1260052,Control,3.4
1260143,Control,16.983333333333334
1260511,Test,1.7166666666666666
1260635,Test,8.266666666666667
1260653,Control,5.583333333333333
1260749,Control,19.75
1260955,Control,6.566666666666666
1261198,Test,1.5666666666666667
1261353,Test,3.3333333333333335
1261852,Test,3.4833333333333334
1262018,Test,10.066666666666666
1262019,Control,2.1
1262208,Control,4.25
1262252,Control,10.266666666666667
1262277,Control,5.233333333333333
1262291,Control,12.633333333333333
1262295,Test,2.2666666666666666
1263417,Test,1.9833333333333334
1263455,Test,4.583333333333333
1263597,Test,1.5666666666666667
1263631,Test,3.8333333333333335
1263756,Test,3.783333333333333
1263817,Test,4.366666666666666
1263818,Control,22.333333333333332
1264037,Test,1.65
1264053,Control,1.6666666666666667
1264091,Test,3.15
1264168,Test,3.6666666666666665
1264275,Test,35.55
1264342,Test,2.3
1264481,Test,16.95
1264596,Control,6.683333333333334
1264732,Test,4.65
1265178,Test,5.716666666666667
1265496,Test,2.3666666666666667
1266717,Control,6.633333333333334
1266731,Control,4.583333333333333
1267481,Control,4.133333333333334
1268270,Control,6.516666666666667
1269483,Test,13.7
1270030,Control,2.6166666666666667
1270799,Test,2.8833333333333333
1271013,Test,1.4333333333333333
1271612,Test,2.5833333333333335
1271683,Test,3.3333333333333335
1271716,Test,6.25
1272103,Test,2.9
1272344,Test,5.383333333333334
1272601,Test,5.666666666666667
1272986,Control,4.433333333333334
1273146,Test,2.7
1273208,Test,6.883333333333334
1273901,Test,10.083333333333334
1273976,Test,2.2333333333333334
1274170,Test,1.9666666666666666
1274396,Test,1.7
1274430,Test,9.616666666666667
1274569,Control,5.45
1275302,Test,4.833333333333333
1275397,Control,7.666666666666667
1275733,Test,1.1833333333333333
1275765,Test,17.3
1276788,Control,11.816666666666666
1277300,Test,12.983333333333333
1277444,Test,3.1166666666666667
1277471,Test,3.55
1277925,Control,3.2666666666666666
1278548,Control,2.2666666666666666
1278603,Control,8.483333333333333
1278647,Control,2.183333333333333
1278845,Test,7.333333333333333
1279165,Test,15.433333333333334
1279876,Control,2.1666666666666665
1280193,Test,15.983333333333333
1280370,Control,6.566666666666666
1280540,Test,3.4833333333333334
1280922,Test,1.3
1280941,Control,2.65
1281085,Control,11.05
1282734,Control,2.033333333333333
1282992,Control,4.833333333333333
1283025,Control,2.9833333333333334
1283117,Test,1.3833333333333333
1283142,Control,4.933333333333334
1283413,Test,4.133333333333334
1283431,Test,4.783333333333333
1283616,Control,2.5833333333333335
1283778,Test,2.683333333333333
1284080,Control,7.3
1284954,Control,10.816666666666666
1284972,Control,7.266666666666667
1285361,Test,2.8833333333333333
1286454,Control,2.1666666666666665
1286768,Test,1.95
1286856,Control,3.75
1286866,Test,5.2
1286989,Test,22.433333333333334
1287238,Test,3.45
1287625,Test,2.1
1288323,Test,15.35
1288685,Test,15.033333333333333
1288843,Control,2.7
1289046,Test,14.3
1289168,Control,7.366666666666666
1289169,Test,7.816666666666666
1289178,Test,1.85
1289596,Control,5.616666666666666
1289831,Test,11.616666666666667
1290147,Test,2.25
1290560,Control,7.916666666666667
1290934,Control,3.4166666666666665
1290963,Control,4.933333333333334
1291022,Control,3.3333333333333335
1291447,Control,7.7
1291505,Test,5.983333333333333
1291606,Control,5.766666666666667
1291867,Test,5.066666666666666
1292592,Control,11.416666666666666
1292630,Test,2.6166666666666667
1292757,Test,2.1333333333333333
1292764,Test,3.4
1292962,Test,2.95
1293391,Test,2.1666666666666665
1293525,Test,2.2666666666666666
1293634,Test,2.033333333333333
1294075,Test,3.1166666666666667
1294767,Test,2.6333333333333333
1295824,Test,4.6
1296828,Test,5.5
1296904,Control,6.816666666666666
1297190,Test,9.616666666666667
1297334,Test,6.9
1297355,Test,7.133333333333334
1297993,Test,5.516666666666667
1298248,Test,1.4333333333333333
1298301,Control,3.466666666666667
1299036,Control,4.35
1299508,Test,3.0166666666666666
1299623,Test,4.15
1299715,Control,2.6
1300037,Control,10.2
1300224,Test,1.45
1300406,Test,2.1
1300694,Test,1.4333333333333333
1300849,Test,2.9833333333333334
1301085,Test,20.05
1302101,Control,1.3833333333333333
1302526,Control,5.533333333333333
1302897,Test,6.516666666666667
1303067,Test,2.0166666666666666
1303379,Control,1.4666666666666666
1303664,Test,14.983333333333333
1304236,Test,8.683333333333334
1304282,Control,2.25
1304455,Test,1.75
1304790,Test,3.566666666666667
1304890,Test,7.316666666666666
1305140,Test,3.566666666666667
1305266,Control,1.4333333333333333
1305348,Control,2.6333333333333333
1305890,Test,5.0
1306148,Test,6.566666666666666
1308214,Test,16.483333333333334
1308328,Test,2.3
1308781,Control,5.916666666666667
1308902,Test,17.816666666666666
1309199,Control,2.65
1309369,Control,1.9833333333333334
1310333,Control,29.566666666666666
1310440,Test,2.1666666666666665
1310980,Test,1.85
1311021,Control,3.066666666666667
1311258,Test,1.6
1311867,Control,2.2333333333333334
1311900,Control,9.1
1312175,Control,5.783333333333333
1312532,Test,3.5
1313090,Test,2.8333333333333335
1313182,Test,1.85
1313545,Test,1.4333333333333333
1313690,Test,1.5
1314809,Control,5.45
1315310,Control,5.916666666666667
1316243,Test,2.6666666666666665
1316298,Test,5.183333333333334
1316402,Test,2.566666666666667
1316517,Control,2.316666666666667
1316640,Test,2.85
1317607,Test,1.6
1318165,Test,2.5166666666666666
1318803,Test,3.466666666666667
1318988,Control,12.116666666666667
1319026,Test,6.6
1319306,Test,2.566666666666667
1319308,Test,1.5833333333333333
1320032,Test,2.45
1320603,Control,3.7333333333333334
1320616,Control,2.683333333333333
1320681,Test,8.983333333333333
1321246,Control,34.266666666666666
1321300,Control,5.883333333333334
1321480,Test,3.5166666666666666
1322248,Control,4.016666666666667
1322426,Test,3.0166666666666666
1322669,Control,3.75
1323067,Control,3.216666666666667
1323256,Test,1.7833333333333334
1323343,Test,4.85
1323678,Test,2.6
1323964,Control,3.5166666666666666
1324004,Test,3.8333333333333335
1324064,Control,6.2
1324191,Control,7.433333333333334
1324286,Test,5.516666666666667
1324554,Test,2.0833333333333335
1324640,Test,4.616666666666666
1324846,Control,4.4
1324994,Test,4.5
1325445,Control,26.2
1325678,Test,49.71666666666667
1325996,Test,1.7666666666666666
1326292,Test,4.2
1326392,Control,6.016666666666667
1326864,Control,11.3
1327174,Control,8.566666666666666
1327508,Test,5.133333333333334
1327847,Control,2.6166666666666667
1327943,Control,29.666666666666668
1327977,Control,1.8666666666666667
1328085,Control,16.833333333333332
1328700,Control,2.0
1329020,Control,12.3
1329260,Control,5.8
1329282,Test,1.5166666666666666
1329591,Test,4.133333333333334
1330036,Test,3.9833333333333334
1330281,Test,5.716666666666667
1330386,Test,2.95
1330590,Test,4.716666666666667
1330615,Test,1.4666666666666666
1331081,Control,6.816666666666666
1331131,Test,11.533333333333333
1331950,Test,2.2666666666666666
1331961,Test,4.916666666666667
1331970,Test,4.916666666666667
1332173,Control,2.8666666666666667
1332220,Control,5.25
1332349,Control,47.1
1332470,Test,2.2666666666666666
1332642,Control,13.933333333333334
1333273,Control,8.383333333333333
1333457,Control,7.633333333333334
1333586,Control,9.7
1333739,Control,39.2
1333964,Test,1.65
1334108,Control,3.8
1334342,Control,4.883333333333334
1334353,Test,6.933333333333334
1334820,Control,7.183333333333334
1335040,Control,2.1
1335100,Control,2.85
1335216,Control,8.266666666666667
1335481,Control,3.933333333333333
1335720,Test,2.55
1336169,Test,6.016666666666667
1336538,Test,29.383333333333333
1336819,Test,2.4166666666666665
1337561,Control,2.4833333333333334
1337604,Control,2.5833333333333335
1337856,Test,1.4666666666666666
1337947,Control,3.95
1338332,Test,1.85
1338488,Test,11.633333333333333
1338778,Control,2.7666666666666666
1338852,Control,2.783333333333333
1339225,Test,7.133333333333334
1339409,Control,4.75
1339532,Control,3.8333333333333335
1339881,Control,13.833333333333334
1339950,Test,2.433333333333333
1340255,Test,5.15
1340260,Test,6.816666666666666
1340512,Test,3.3
1341423,Test,21.866666666666667
1341459,Control,7.7
1341484,Test,5.266666666666667
1341612,Test,5.616666666666666
1341681,Test,26.433333333333334
1342060,Test,1.3666666666666667
1342161,Control,2.216666666666667
1343908,Control,3.1
1344028,Control,6.033333333333333
1344152,Test,5.0
1344243,Control,15.733333333333333
1344421,Test,5.666666666666667
1344512,Test,2.6666666666666665
1344819,Control,19.766666666666666
1344982,Test,9.933333333333334
1345292,Test,5.866666666666666
1345360,Control,12.2
1345392,Test,6.066666666666666
1345895,Control,4.866666666666666
1346168,Test,6.183333333333334
1346422,Control,6.516666666666667
1346649,Test,8.016666666666667
1346732,Test,3.6
1346743,Control,18.266666666666666
1347409,Test,19.35
1347489,Control,5.4
1347682,Test,11.216666666666667
1348365,Test,6.733333333333333
1348378,Control,2.1333333333333333
1348858,Test,4.3
1348936,Test,6.433333333333334
1349053,Control,4.833333333333333
1349235,Test,2.45
1349782,Test,5.583333333333333
1349890,Test,8.866666666666667
1350115,Control,4.766666666666667
1350140,Test,61.28333333333333
1350186,Control,2.966666666666667
1350314,Test,3.9833333333333334
1350603,Test,8.083333333333334
1350692,Control,2.9166666666666665
1350783,Test,2.933333333333333
1351100,Control,1.3666666666666667
1351132,Test,18.333333333333332
1351234,Test,3.5
1351522,Control,4.916666666666667
1351566,Control,3.783333333333333
1351826,Control,15.6
1352216,Control,1.6333333333333333
1352718,Test,1.4333333333333333
1353432,Test,2.9
1353605,Test,7.216666666666667
1353690,Test,1.6666666666666667
1353950,Test,7.833333333333333
1354401,Control,5.65
1354458,Test,5.766666666666667
1354681,Test,2.4833333333333334
1354988,Control,3.6666666666666665
1355532,Test,4.35
1356057,Test,9.65
1356288,Test,2.3333333333333335
1356678,Test,12.083333333333334
1357044,Control,12.716666666666667
1357178,Test,1.9833333333333334
1357262,Test,1.0833333333333333
1357942,Control,1.5666666666666667
1357971,Control,4.433333333333334
1358400,Test,3.45
1359733,Control,18.483333333333334
1360544,Test,1.9666666666666666
1360607,Control,9.383333333333333
1361650,Control,8.583333333333334
1362308,Test,2.3
1362382,Control,9.666666666666666
1363220,Control,4.4
1363526,Control,6.55
1363528,Control,1.6833333333333333
1363737,Test,5.516666666666667
1364178,Test,1.6166666666666667
1364356,Control,5.483333333333333
1364549,Control,4.416666666666667
1364580,Test,11.933333333333334
1364907,Test,7.833333333333333
1364913,Test,4.866666666666666
1365430,Test,4.85
1365497,Test,2.45
1365548,Test,3.05
1366265,Test,3.2666666666666666
1366281,Control,17.683333333333334
1366366,Control,2.283333333333333
1366802,Control,8.866666666666667
1366806,Control,8.083333333333334
1367035,Test,2.816666666666667
1368232,Test,2.9166666666666665
1369223,Test,2.216666666666667
1370785,Control,7.466666666666667
1371162,Test,1.7
1371185,Control,7.85
1371434,Test,3.316666666666667
1371807,Control,2.3333333333333335
1371895,Test,4.866666666666666
1371969,Test,17.45
1372009,Test,3.2
1372908,Control,10.066666666666666
1373403,Test,4.65
1373405,Test,2.5166666666666666
1373659,Test,11.466666666666667
1374023,Test,4.1
1374037,Test,14.783333333333333
1374251,Test,2.05
1374292,Test,3.566666666666667
1374352,Test,2.35
1375262,Test,1.5166666666666666
1375567,Test,6.283333333333333
1375628,Control,2.966666666666667
1376404,Test,5.25
1377017,Test,9.533333333333333
1377639,Control,5.833333333333333
1377697,Test,3.183333333333333
1377934,Test,1.6
1377937,Test,3.1
1378016,Control,6.85
1378044,Control,4.733333333333333
1378058,Test,3.0833333333333335
1378200,Control,3.1333333333333333
1379081,Test,13.05
1379581,Test,13.116666666666667
1379815,Test,1.6666666666666667
1380423,Control,4.283333333333333
1381043,Control,3.3666666666666667
1381230,Control,3.1
1381379,Control,2.1333333333333333
1381843,Test,4.316666666666666
1382524,Control,1.95
1382803,Test,9.033333333333333
1383021,Control,3.8666666666666667
1383318,Test,5.3
1384394,Control,2.0
1384451,Control,1.8666666666666667
1384555,Control,3.7333333333333334
1384594,Control,1.8166666666666667
1384988,Test,8.3
1385159,Control,9.85
1385366,Test,1.9833333333333334
1386231,Control,6.816666666666666
1386336,Control,5.783333333333333
1386684,Test,20.216666666666665
1386769,Test,7.183333333333334
1386851,Test,5.05
1387501,Control,4.933333333333334
